Hanging	Foot	Nlon	Nlat	Ndepth	Nphi	Re	Rn	Strike	Dip	Mo Rate
Taco	JdFa	236.163	46.993	25	0.089	-37.4	-15.2	3.8	13.4	7.39E+14
Taco	JdFa	236.18	47.166	25	0.089	-37.5	-15.2	3.8	13.3	7.41E+14
Taco	JdFa	236.197	47.338	25	0.099	-37.6	-15.2	349	13	7.85E+14
Olym	JdFa	236.155	47.484	25	0.099	-38.8	-17.7	349	12.6	7.54E+14
Olym	JdFa	236.113	47.629	25	0.071	-39.2	-17.8	349	12.1	5.56E+14
Olym	JdFa	236.071	47.775	25	0.071	-39.6	-17.9	349.1	11.7	5.76E+14
Olym	JdFa	236.03	47.921	25	0.098	-39.9	-18	312.7	12.9	9.18E+14
Olym	JdFa	235.799	48.063	25	0.098	-40.3	-18.5	312.8	13.1	1.01E+15
Olym	JdFa	235.569	48.205	25	0.182	-40.6	-19	312.8	13.4	1.84E+15
Olym	JdFa	235.338	48.347	25	0.182	-40.9	-19.5	312.9	13.6	1.81E+15
Olym	JdFa	235.108	48.489	25	0.291	-41.2	-20	312	14.1	2.53E+15
Olym	JdFa	234.92	48.602	25	0.291	-41.4	-20.5	312.1	14.9	2.14E+15
Olym	JdFa	234.731	48.715	25	0.302	-41.7	-20.9	312.1	15.8	2.09E+15
Olym	JdFa	234.542	48.827	25	0.302	-41.9	-21.3	312.2	16.8	1.96E+15
Olym	JdFa	234.354	48.94	25	0.247	-42.2	-21.8	321	17.6	1.44E+15
SoVI	JdFa	234.213	49.054	25	0.247	-41.9	-23.4	321.1	17.8	1.33E+15
SoVI	JdFa	234.071	49.169	25	0.201	-42.2	-23.8	321.2	18	1.07E+15
SoVI	JdFa	233.93	49.284	25	0.201	-42.4	-24.1	321.2	18.2	1.05E+15
SoVI	JdFa	233.789	49.398	25	0.187	-42.7	-24.4	324.5	18.4	9.51E+14
SoVI	JdFa	233.663	49.513	25	0.187	-43	-24.7	324.5	18.2	9.35E+14
SoVI	JdFa	233.538	49.627	25	0.183	-43.3	-25	324.6	18	9.29E+14
SoVI	JdFa	233.412	49.741	25	0.183	-43.6	-25.3	324.6	17.7	9.40E+14
SoVI	JdFa	233.286	49.856	25	0.183	-43.8	-25.6	324.6	17.5	4.73E+14
ECCR	JdFa	236.521	40.017	27.5	0.002	-32.2	-4.3	2.5	12.1	1.18E+13
SNev	JdFa	236.535	40.262	27.5	0.002	-28.3	-12.2	2.5	12.4	2.32E+13
SNev	JdFa	236.549	40.507	27.5	0.036	-28.9	-12.2	2.5	12.7	4.49E+14
SNev	JdFa	236.563	40.752	27.5	0.036	-29.4	-12.2	2.5	13	4.39E+14
SNev	JdFa	236.577	40.997	27.5	0.225	-30	-12.1	353.9	13.6	2.66E+15
SNev	JdFa	236.542	41.241	27.5	0.225	-30.5	-12.2	353.9	13.5	2.63E+15
SoCR	JdFa	236.508	41.485	27.5	0.001	-27.9	-12.9	354	13.3	6.83E+12
SoCR	JdFa	236.473	41.729	27.5	0.001	-28.1	-12.9	354	13.2	6.91E+12
SoCR	JdFa	236.439	41.973	27.5	0	-28.3	-13	352.7	13.1	3.10E+09
SoCR	JdFa	236.396	42.224	27.5	0	-28.6	-13	352.8	13	3.16E+09
SoCR	JdFa	236.353	42.475	27.5	0	-28.8	-13.1	352.8	12.9	1.58E+09
SoCR	JdFa	236.31	42.726	27.5	0	-29	-13.1	352.8	12.9	1.59E+09
SoCR	JdFa	236.267	42.977	27.5	0	-29.2	-13.1	355.6	12.7	4.99E+08
SoCR	JdFa	236.24	43.228	27.5	0	-29.4	-13.2	355.6	12.9	4.95E+08
SoCR	JdFa	236.214	43.478	27.5	0.02	-29.6	-13.2	355.6	13	2.43E+14
SoCR	JdFa	236.187	43.729	27.5	0.02	-29.9	-13.2	355.6	13.2	2.41E+14
SoCR	JdFa	236.161	43.979	27.5	0.152	-30.1	-13.2	357.6	13.3	1.84E+15
NoCR	JdFa	236.146	44.23	27.5	0.152	-31.8	-14.5	357.6	13.5	1.82E+15
NoCR	JdFa	236.131	44.48	27.5	0.226	-32	-14.5	357.6	13.7	2.67E+15
NoCR	JdFa	236.117	44.73	27.5	0.226	-32.2	-14.5	357.6	13.9	2.63E+15
NoCR	JdFa	236.102	44.98	27.5	0.164	-32.4	-14.5	3.8	14	1.87E+15
NoCR	JdFa	236.125	45.224	27.5	0.164	-32.6	-14.5	3.8	13.9	1.85E+15
NoCR	JdFa	236.148	45.468	27.5	0.194	-32.8	-14.5	3.8	13.9	2.20E+15
NoCR	JdFa	236.171	45.712	27.5	0.194	-33.1	-14.4	3.7	13.8	2.22E+15
NoCR	JdFa	236.194	45.955	27.5	0.01	-33.3	-14.4	4.1	13.7	9.51E+13
NoCR	JdFa	236.212	46.13	27.5	0.01	-33.4	-14.4	4.1	13.7	7.98E+13
NoCR	JdFa	236.23	46.304	27.5	0.004	-33.6	-14.4	4.1	13.6	3.02E+13
NoCR	JdFa	236.248	46.479	27.5	0.004	-33.7	-14.4	4.1	13.6	3.04E+13
Taco	JdFa	236.266	46.653	27.5	0.006	-37.1	-15.1	4.1	13.5	4.90E+13
Taco	JdFa	236.285	46.828	27.5	0.006	-37.3	-15.1	4.1	13.4	4.91E+13
Taco	JdFa	236.303	47.002	27.5	0.028	-37.4	-15.1	4.1	13.4	2.33E+14
Taco	JdFa	236.321	47.177	27.5	0.028	-37.6	-15	4.1	13.3	2.33E+14
Taco	JdFa	236.339	47.351	27.5	0.029	-37.7	-15	350.5	13	2.35E+14
Olym	JdFa	236.302	47.502	27.5	0.029	-38.9	-17.3	350.6	12.6	2.28E+14
Olym	JdFa	236.265	47.653	27.5	0.017	-39.3	-17.4	350.6	12.1	1.39E+14
Olym	JdFa	236.228	47.804	27.5	0.017	-39.7	-17.5	350.6	11.8	1.44E+14
Olym	JdFa	236.19	47.956	27.5	0.028	-40.1	-17.6	312.3	13	2.72E+14
Olym	JdFa	235.952	48.1	27.5	0.028	-40.4	-18.1	312.3	13.2	2.99E+14
Olym	JdFa	235.713	48.245	27.5	0.085	-40.7	-18.7	312.4	13.4	8.76E+14
Olym	JdFa	235.475	48.39	27.5	0.085	-41	-19.2	312.5	13.6	8.60E+14
SoVI	JdFa	235.236	48.535	27.5	0.18	-40.7	-21	310.3	14.2	1.60E+15
SoVI	JdFa	235.037	48.647	27.5	0.18	-41	-21.4	310.4	15	1.35E+15
SoVI	JdFa	234.838	48.759	27.5	0.202	-41.2	-21.9	310.4	15.9	1.43E+15
SoVI	JdFa	234.64	48.87	27.5	0.202	-41.5	-22.4	310.5	16.9	1.34E+15
SoVI	JdFa	234.441	48.982	27.5	0.162	-41.7	-22.9	320.7	17.6	9.55E+14
SoVI	JdFa	234.299	49.096	27.5	0.162	-42	-23.2	320.8	17.8	8.69E+14
SoVI	JdFa	234.156	49.21	27.5	0.122	-42.3	-23.6	320.9	18	6.48E+14
SoVI	JdFa	234.014	49.324	27.5	0.122	-42.6	-23.9	320.9	18.2	6.40E+14
SoVI	JdFa	233.872	49.439	27.5	0.113	-42.9	-24.2	324.9	18.5	5.76E+14
SoVI	JdFa	233.747	49.554	27.5	0.113	-43.1	-24.5	325	18.2	5.67E+14
SoVI	JdFa	233.623	49.669	27.5	0.113	-43.4	-24.8	325	18	5.76E+14
SoVI	JdFa	233.498	49.785	27.5	0.113	-43.7	-25.1	325.1	17.8	5.82E+14
SoVI	JdFa	233.373	49.9	27.5	0.113	-44	-25.4	325.1	17.5	2.93E+14
SNev	JdFa	236.656	39.977	30	0	-27.7	-12	2	23.7	1.59E+12
SNev	JdFa	236.668	40.228	30	0	-28.3	-12	2	23.1	3.17E+12
SNev	JdFa	236.679	40.479	30	0.013	-28.8	-11.9	2	22.5	1.29E+14
SNev	JdFa	236.691	40.73	30	0.013	-29.4	-11.9	2	22	1.28E+14
SNev	JdFa	236.702	40.981	30	0.163	-29.9	-11.9	354.3	22	1.59E+15
SNev	JdFa	236.669	41.228	30	0.163	-30.5	-12	354.3	21.7	1.57E+15
SoCR	JdFa	236.636	41.476	30	0	-27.9	-12.8	354.3	21.4	5.74E+11
SoCR	JdFa	236.603	41.723	30	0	-28.1	-12.8	354.3	21.1	5.80E+11
SoCR	JdFa	236.571	41.971	30	0	-28.4	-12.8	352.9	20.9	2.87E+07
SoCR	JdFa	236.529	42.221	30	0	-28.6	-12.9	353	20.2	2.94E+07
SoCR	JdFa	236.487	42.472	30	0	-28.8	-12.9	353	19.5	1.28E+07
SoCR	JdFa	236.445	42.724	30	0	-29	-13	353	18.9	1.30E+07
SoCR	JdFa	236.403	42.974	30	0	-29.2	-13	355.4	18.3	2.34E+06
SoCR	JdFa	236.376	43.225	30	0	-29.5	-13	355.4	18.2	2.33E+06
SoCR	JdFa	236.349	43.476	30	0.007	-29.7	-13.1	355.4	18.2	7.91E+13
SoCR	JdFa	236.321	43.726	30	0.007	-29.9	-13.1	355.5	18.2	7.86E+13
SoCR	JdFa	236.294	43.977	30	0.102	-30.1	-13.1	357.4	18.1	1.08E+15
NoCR	JdFa	236.278	44.227	30	0.102	-31.8	-14.3	357.3	17	1.10E+15
NoCR	JdFa	236.261	44.478	30	0.179	-32	-14.4	357.4	16.1	1.95E+15
NoCR	JdFa	236.245	44.728	30	0.179	-32.2	-14.4	357.4	15.3	1.98E+15
NoCR	JdFa	236.229	44.978	30	0.121	-32.4	-14.4	4	14.5	1.35E+15
NoCR	JdFa	236.253	45.221	30	0.121	-32.7	-14.4	4	14.5	1.34E+15
NoCR	JdFa	236.278	45.465	30	0.147	-32.9	-14.3	4	14.4	1.64E+15
NoCR	JdFa	236.302	45.709	30	0.147	-33.1	-14.3	4	14.4	1.64E+15
NoCR	JdFa	236.326	45.952	30	0.002	-33.3	-14.3	4.4	14.3	1.58E+13
NoCR	JdFa	236.346	46.129	30	0.002	-33.4	-14.3	4.4	14.2	1.34E+13
NoCR	JdFa	236.365	46.305	30	0	-33.6	-14.3	4.4	14.1	3.61E+12
Port	JdFa	236.384	46.481	30	0	-34.5	-14.2	4.3	14	3.63E+12
Taco	JdFa	236.404	46.658	30	0.001	-37.2	-15	4.3	14	6.88E+12
Taco	JdFa	236.423	46.835	30	0.001	-37.3	-14.9	4.3	13.9	6.92E+12
Taco	JdFa	236.443	47.011	30	0.007	-37.4	-14.9	4.3	13.8	5.61E+13
Taco	JdFa	236.462	47.188	30	0.007	-37.6	-14.9	4.3	13.7	5.64E+13
Taco	JdFa	236.482	47.364	30	0.006	-37.7	-14.9	352	13.3	5.24E+13
Olym	JdFa	236.449	47.52	30	0.006	-39	-17	352	13.2	5.10E+13
Olym	JdFa	236.417	47.677	30	0.003	-39.4	-17.1	352	13	2.47E+13
Olym	JdFa	236.384	47.834	30	0.003	-39.8	-17.1	352.1	12.8	2.53E+13
Olym	JdFa	236.351	47.99	30	0.006	-40.2	-17.2	311.9	14.4	5.82E+13
Olym	JdFa	236.105	48.138	30	0.006	-40.5	-17.8	312	14.2	6.44E+13
Olym	JdFa	235.858	48.286	30	0.033	-40.9	-18.3	312	14.1	3.41E+14
AlbH	JdFa	235.611	48.434	30	0.033	-40.5	-19.5	312.1	13.9	3.39E+14
SoVI	JdFa	235.364	48.581	30	0.099	-40.9	-20.7	308.7	14.3	8.96E+14
SoVI	JdFa	235.155	48.692	30	0.099	-41.1	-21.2	308.8	15.2	7.52E+14
SoVI	JdFa	234.946	48.803	30	0.123	-41.4	-21.7	308.8	16.2	8.82E+14
SoVI	JdFa	234.737	48.913	30	0.123	-41.6	-22.2	308.9	17.4	8.26E+14
SoVI	JdFa	234.528	49.024	30	0.097	-41.9	-22.7	320.4	18	5.69E+14
SoVI	JdFa	234.385	49.138	30	0.097	-42.2	-23	320.5	18.5	5.11E+14
SoVI	JdFa	234.242	49.252	30	0.067	-42.4	-23.3	320.6	18.9	3.47E+14
SoVI	JdFa	234.098	49.365	30	0.067	-42.7	-23.7	320.7	19.4	3.40E+14
SoVI	JdFa	233.955	49.479	30	0.062	-43	-24	325.3	19.9	3.04E+14
SoVI	JdFa	233.831	49.595	30	0.062	-43.3	-24.3	325.4	20	2.98E+14
SoVI	JdFa	233.707	49.712	30	0.064	-43.6	-24.6	325.5	20.1	3.08E+14
SoVI	JdFa	233.583	49.828	30	0.064	-43.9	-24.9	325.5	20.1	3.09E+14
SoVI	JdFa	233.459	49.945	30	0.064	-44.1	-25.2	325.5	20.2	1.55E+14
SNev	JdFa	236.722	39.956	32.5	0	-27.7	-11.9	2.4	23.7	1.54E+11
SNev	JdFa	236.736	40.21	32.5	0	-28.3	-11.8	2.4	23.1	3.14E+11
SNev	JdFa	236.75	40.464	32.5	0.004	-28.8	-11.8	2.4	22.5	2.93E+13
SNev	JdFa	236.764	40.717	32.5	0.004	-29.4	-11.8	2.4	21.9	3.00E+13
SNev	JdFa	236.778	40.971	32.5	0.112	-29.9	-11.7	354.5	22	8.49E+14
SNev	JdFa	236.746	41.22	32.5	0.112	-30.5	-11.8	354.5	21.7	8.45E+14
SoCR	JdFa	236.714	41.47	32.5	0	-27.9	-12.7	354.5	21.4	3.32E+10
SoCR	JdFa	236.682	41.719	32.5	0	-28.1	-12.7	354.6	21.2	3.36E+10
SoCR	JdFa	236.65	41.969	32.5	0	-28.4	-12.8	353.5	20.9	1.40E+05
SoCR	JdFa	236.612	42.22	32.5	0	-28.6	-12.8	353.5	20.2	1.45E+05
SoCR	JdFa	236.574	42.471	32.5	0	-28.8	-12.8	353.6	19.5	5.39E+04
SoCR	JdFa	236.535	42.721	32.5	0	-29	-12.9	353.6	18.9	5.56E+04
SoCR	JdFa	236.497	42.972	32.5	0	-29.2	-12.9	355.5	18.3	5.32E+03
SoCR	JdFa	236.47	43.223	32.5	0	-29.5	-12.9	355.5	18.2	5.35E+03
SoCR	JdFa	236.443	43.474	32.5	0.002	-29.7	-13	355.6	18.2	2.22E+13
SoCR	JdFa	236.416	43.724	32.5	0.002	-29.9	-13	355.6	18.2	2.22E+13
SoCR	JdFa	236.389	43.975	32.5	0.065	-30.1	-13	358.5	18.1	5.94E+14
SoCR	JdFa	236.38	44.225	32.5	0.065	-30.3	-13	358.5	17	6.22E+14
NoCR	JdFa	236.371	44.475	32.5	0.138	-32	-14.2	358.5	16.1	1.38E+15
NoCR	JdFa	236.361	44.725	32.5	0.138	-32.3	-14.3	358.5	15.3	1.46E+15
NoCR	JdFa	236.352	44.975	32.5	0.086	-32.5	-14.3	4.2	14.5	9.36E+14
NoCR	JdFa	236.377	45.219	32.5	0.086	-32.7	-14.2	4.2	14.5	9.35E+14
NoCR	JdFa	236.402	45.462	32.5	0.108	-32.9	-14.2	4.2	14.4	1.17E+15
NoCR	JdFa	236.428	45.705	32.5	0.108	-33.1	-14.2	4.2	14.4	1.18E+15
NoCR	JdFa	236.453	45.948	32.5	0	-33.3	-14.2	4.7	14.3	1.96E+12
NoCR	JdFa	236.474	46.127	32.5	0	-33.5	-14.1	4.7	14.2	1.67E+12
NoCR	JdFa	236.495	46.305	32.5	0	-33.6	-14.1	4.6	14.1	3.05E+11
Port	JdFa	236.516	46.484	32.5	0	-34.5	-14.1	4.6	14	3.07E+11
Taco	JdFa	236.537	46.662	32.5	0	-37.2	-14.8	4.6	14	6.97E+11
Taco	JdFa	236.558	46.841	32.5	0	-37.3	-14.8	4.6	13.9	7.01E+11
Taco	JdFa	236.579	47.019	32.5	0.001	-37.5	-14.8	4.6	13.8	1.05E+13
Taco	JdFa	236.6	47.198	32.5	0.001	-37.6	-14.8	4.6	13.7	1.06E+13
Taco	JdFa	236.62	47.376	32.5	0.001	-37.8	-14.7	352.6	13.3	8.84E+12
Olym	JdFa	236.59	47.537	32.5	0.001	-39.1	-16.7	352.6	13.2	8.60E+12
Olym	JdFa	236.559	47.698	32.5	0	-39.5	-16.7	352.6	13	3.18E+12
Olym	JdFa	236.528	47.859	32.5	0	-39.9	-16.8	352.7	12.8	3.22E+12
Olym	JdFa	236.497	48.02	32.5	0.001	-40.3	-16.9	312.2	14.3	9.37E+12
Olym	JdFa	236.246	48.172	32.5	0.001	-40.6	-17.5	312.3	14.2	1.04E+13
AlbH	JdFa	235.995	48.324	32.5	0.011	-40.3	-18.6	312.3	14.1	1.11E+14
AlbH	JdFa	235.744	48.476	32.5	0.011	-40.7	-19.1	312.4	13.9	1.12E+14
SoVI	JdFa	235.494	48.627	32.5	0.048	-41	-20.3	307	14.5	4.47E+14
SoVI	JdFa	235.273	48.737	32.5	0.048	-41.3	-20.9	307.1	15.4	3.74E+14
SoVI	JdFa	235.053	48.846	32.5	0.068	-41.5	-21.4	307.1	16.4	4.95E+14
SoVI	JdFa	234.833	48.956	32.5	0.068	-41.8	-21.9	307.2	17.6	4.63E+14
SoVI	JdFa	234.613	49.065	32.5	0.053	-42	-22.5	319.8	18.1	3.09E+14
SoVI	JdFa	234.468	49.178	32.5	0.053	-42.3	-22.8	319.9	18.5	2.74E+14
SoVI	JdFa	234.322	49.291	32.5	0.033	-42.6	-23.2	320	19	1.67E+14
SoVI	JdFa	234.177	49.403	32.5	0.033	-42.9	-23.5	320	19.4	1.63E+14
SoVI	JdFa	234.032	49.516	32.5	0.03	-43.1	-23.9	325.3	19.9	1.44E+14
SoVI	JdFa	233.908	49.633	32.5	0.03	-43.4	-24.1	325.4	20	1.41E+14
SoVI	JdFa	233.783	49.749	32.5	0.032	-43.7	-24.4	325.4	20.1	1.50E+14
SoVI	JdFa	233.659	49.866	32.5	0.032	-44	-24.7	325.5	20.1	1.49E+14
SoVI	JdFa	233.534	49.983	32.5	0.032	-44.3	-25	325.5	20.2	7.43E+13
SNev	JdFa	236.788	39.936	35	0	-27.7	-11.7	2.8	23.6	1.72E+10
SNev	JdFa	236.804	40.192	35	0	-28.2	-11.7	2.8	23	3.49E+10
SNev	JdFa	236.82	40.449	35	0.001	-28.8	-11.7	2.8	22.5	7.83E+12
SNev	JdFa	236.837	40.705	35	0.001	-29.3	-11.6	2.8	21.9	8.02E+12
SNev	JdFa	236.853	40.961	35	0.073	-29.9	-11.6	354.7	22	5.59E+14
SNev	JdFa	236.822	41.212	35	0.073	-30.5	-11.7	354.8	21.7	5.57E+14
SoCR	JdFa	236.791	41.464	35	0	-27.9	-12.6	354.8	21.4	1.81E+09
SoCR	JdFa	236.761	41.716	35	0	-28.2	-12.6	354.8	21.1	1.83E+09
SoCR	JdFa	236.73	41.967	35	0	-28.4	-12.7	354.1	20.9	4.89E+02
SoCR	JdFa	236.695	42.218	35	0	-28.6	-12.7	354.1	20.2	5.02E+02
SoCR	JdFa	236.66	42.469	35	0	-28.8	-12.7	354.1	19.5	1.55E+02
SoCR	JdFa	236.625	42.72	35	0	-29	-12.8	354.2	18.9	1.60E+02
SoCR	JdFa	236.59	42.97	35	0	-29.3	-12.8	355.6	18.3	7.34E+00
SoCR	JdFa	236.564	43.221	35	0	-29.5	-12.8	355.6	18.3	7.39E+00
SoCR	JdFa	236.538	43.472	35	0.001	-29.7	-12.9	355.6	18.2	6.57E+12
SoCR	JdFa	236.511	43.722	35	0.001	-29.9	-12.9	355.7	18.2	6.58E+12
SoCR	JdFa	236.485	43.973	35	0.04	-30.1	-12.9	359.6	18.1	3.63E+14
SoCR	JdFa	236.482	44.223	35	0.04	-30.4	-12.9	359.6	17	3.80E+14
NoCR	JdFa	236.48	44.473	35	0.104	-32.1	-14.1	359.6	16.1	1.04E+15
NoCR	JdFa	236.477	44.723	35	0.104	-32.3	-14.1	359.6	15.3	1.10E+15
NoCR	JdFa	236.475	44.973	35	0.059	-32.5	-14.1	4.4	14.5	6.43E+14
NoCR	JdFa	236.501	45.216	35	0.059	-32.7	-14.1	4.3	14.5	6.42E+14
NoCR	JdFa	236.527	45.459	35	0.076	-32.9	-14.1	4.3	14.4	8.26E+14
NoCR	JdFa	236.553	45.701	35	0.076	-33.1	-14.1	4.3	14.4	8.29E+14
NoCR	JdFa	236.579	45.944	35	0	-33.3	-14	5	14.3	1.84E+11
NoCR	JdFa	236.602	46.125	35	0	-33.5	-14	4.9	14.2	1.58E+11
Port	JdFa	236.624	46.305	35	0	-34.3	-14	4.9	14.1	1.85E+10
Port	JdFa	236.647	46.486	35	0	-34.5	-13.9	4.9	14.1	1.86E+10
Taco	JdFa	236.669	46.666	35	0	-37.2	-14.7	4.9	14	5.17E+10
Taco	JdFa	236.692	46.847	35	0	-37.4	-14.7	4.9	13.9	5.20E+10
Taco	JdFa	236.714	47.027	35	0	-37.5	-14.6	4.9	13.8	1.55E+12
Taco	JdFa	236.737	47.208	35	0	-37.7	-14.6	4.8	13.7	1.56E+12
Taco	JdFa	236.759	47.388	35	0	-37.8	-14.6	353.2	13.3	1.15E+12
Olym	JdFa	236.73	47.554	35	0	-39.1	-16.4	353.2	13.2	1.12E+12
Olym	JdFa	236.701	47.72	35	0	-39.6	-16.4	353.2	13	3.09E+11
Olym	JdFa	236.671	47.885	35	0	-40	-16.5	353.2	12.9	3.12E+11
Olym	JdFa	236.642	48.051	35	0	-40.4	-16.6	312.5	14.3	1.19E+12
AlbH	JdFa	236.387	48.206	35	0	-40.1	-17.6	312.5	14.2	1.32E+12
AlbH	JdFa	236.132	48.362	35	0.003	-40.5	-18.2	312.6	14	3.10E+13
SoVI	JdFa	235.878	48.518	35	0.003	-40.8	-19.4	312.7	13.9	3.13E+13
SoVI	JdFa	235.623	48.673	35	0.021	-41.2	-20	305.4	14.7	1.99E+14
SoVI	JdFa	235.392	48.781	35	0.021	-41.5	-20.6	305.4	15.6	1.65E+14
SoVI	JdFa	235.16	48.89	35	0.035	-41.7	-21.1	305.5	16.6	2.54E+14
SoVI	JdFa	234.929	48.998	35	0.035	-41.9	-21.7	305.6	17.7	2.38E+14
SoVI	JdFa	234.698	49.106	35	0.026	-42.2	-22.3	319.2	18.1	1.56E+14
SoVI	JdFa	234.551	49.218	35	0.026	-42.4	-22.6	319.3	18.5	1.36E+14
SoVI	JdFa	234.403	49.33	35	0.015	-42.7	-23	319.3	19	7.43E+13
SoVI	JdFa	234.256	49.441	35	0.015	-43	-23.3	319.4	19.5	7.24E+13
SoVI	JdFa	234.109	49.553	35	0.014	-43.3	-23.7	325.3	19.9	6.43E+13
SoVI	JdFa	233.984	49.67	35	0.014	-43.5	-24	325.3	20	6.28E+13
SoVI	JdFa	233.859	49.787	35	0.015	-43.8	-24.3	325.4	20.1	6.96E+13
SoVI	JdFa	233.734	49.904	35	0.015	-44.1	-24.6	325.5	20.1	6.93E+13
SoVI	JdFa	233.609	50.021	35	0.015	-44.4	-24.9	325.5	20.2	3.46E+13
SNev	JdFa	236.853	39.916	37.5	0	-27.6	-11.6	3.2	23.6	1.52E+09
SNev	JdFa	236.872	40.175	37.5	0	-28.2	-11.6	3.2	23	3.09E+09
SNev	JdFa	236.891	40.434	37.5	0	-28.8	-11.5	3.2	22.4	1.80E+12
SNev	JdFa	236.909	40.692	37.5	0	-29.3	-11.5	3.1	21.9	1.84E+12
SNev	JdFa	236.928	40.951	37.5	0.045	-29.9	-11.4	355	21.9	3.50E+14
SNev	JdFa	236.899	41.204	37.5	0.045	-30.4	-11.5	355	21.7	3.48E+14
SoCR	JdFa	236.869	41.458	37.5	0	-27.9	-12.5	355	21.4	7.19E+07
SoCR	JdFa	236.839	41.712	37.5	0	-28.2	-12.6	355	21.1	7.28E+07
SoCR	JdFa	236.81	41.966	37.5	0	-28.4	-12.6	354.7	20.9	9.46E-01
SoCR	JdFa	236.778	42.216	37.5	0	-28.6	-12.6	354.7	20.2	9.67E-01
SoCR	JdFa	236.747	42.467	37.5	0	-28.8	-12.7	354.7	19.5	2.43E-01
SoCR	JdFa	236.715	42.718	37.5	0	-29	-12.7	354.7	18.9	2.51E-01
SoCR	JdFa	236.684	42.968	37.5	0	-29.3	-12.7	355.7	18.3	5.07E-03
SoCR	JdFa	236.658	43.219	37.5	0	-29.5	-12.7	355.7	18.2	5.11E-03
SoCR	JdFa	236.632	43.469	37.5	0	-29.7	-12.8	355.7	18.2	1.73E+12
SoCR	JdFa	236.607	43.72	37.5	0	-29.9	-12.8	355.8	18.2	1.73E+12
SoCR	JdFa	236.581	43.971	37.5	0.023	-30.1	-12.8	0.7	18.1	2.12E+14
SoCR	JdFa	236.585	44.221	37.5	0.023	-30.4	-12.8	0.7	17	2.22E+14
NoCR	JdFa	236.589	44.471	37.5	0.077	-32.1	-14	0.7	16.1	7.68E+14
NoCR	JdFa	236.593	44.72	37.5	0.077	-32.3	-14	0.7	15.3	8.09E+14
NoCR	JdFa	236.597	44.97	37.5	0.039	-32.5	-14	4.5	14.5	4.27E+14
NoCR	JdFa	236.625	45.213	37.5	0.039	-32.7	-14	4.5	14.5	4.27E+14
NoCR	JdFa	236.652	45.455	37.5	0.052	-32.9	-14	4.5	14.4	5.62E+14
NoCR	JdFa	236.679	45.698	37.5	0.052	-33.1	-13.9	4.5	14.4	5.64E+14
NoCR	JdFa	236.706	45.94	37.5	0	-33.3	-13.9	5.2	14.3	1.29E+10
Port	JdFa	236.73	46.123	37.5	0	-34.1	-13.8	5.2	14.2	1.12E+10
Port	JdFa	236.754	46.305	37.5	0	-34.3	-13.8	5.2	14.1	7.97E+08
Port	JdFa	236.778	46.488	37.5	0	-34.5	-13.8	5.2	14.1	8.02E+08
Taco	JdFa	236.802	46.67	37.5	0	-37.3	-14.6	5.2	14	2.76E+09
Taco	JdFa	236.826	46.853	37.5	0	-37.4	-14.5	5.1	13.9	2.78E+09
Taco	JdFa	236.85	47.035	37.5	0	-37.5	-14.5	5.1	13.8	1.78E+11
Taco	JdFa	236.874	47.218	37.5	0	-37.7	-14.5	5.1	13.7	1.79E+11
Taco	JdFa	236.898	47.401	37.5	0	-37.8	-14.5	353.7	13.4	1.12E+11
Olym	JdFa	236.87	47.571	37.5	0	-39.2	-16	353.7	13.2	1.11E+11
Olym	JdFa	236.843	47.741	37.5	0	-39.6	-16.1	353.7	13	2.18E+10
Olym	JdFa	236.815	47.911	37.5	0	-40.1	-16.2	353.8	12.9	2.21E+10
Olym	JdFa	236.787	48.081	37.5	0	-40.5	-16.2	312.8	14.3	1.14E+11
AlbH	JdFa	236.529	48.241	37.5	0	-40.2	-17.3	312.8	14.1	1.27E+11
AlbH	JdFa	236.27	48.4	37.5	0.001	-40.6	-17.9	312.9	14	7.27E+12
SoVI	JdFa	236.011	48.559	37.5	0.001	-41	-19.1	313	13.9	7.33E+12
SoVI	JdFa	235.753	48.719	37.5	0.008	-41.4	-19.7	303.9	14.9	7.84E+13
SoVI	JdFa	235.51	48.826	37.5	0.008	-41.6	-20.3	303.9	15.8	6.52E+13
SoVI	JdFa	235.268	48.933	37.5	0.016	-41.9	-20.9	304	16.8	1.19E+14
SoVI	JdFa	235.025	49.04	37.5	0.016	-42.1	-21.5	304	17.9	1.11E+14
SoVI	JdFa	234.783	49.148	37.5	0.012	-42.3	-22	318.6	18.1	7.13E+13
SoVI	JdFa	234.634	49.258	37.5	0.012	-42.6	-22.4	318.6	18.6	6.17E+13
SoVI	JdFa	234.484	49.368	37.5	0.006	-42.9	-22.8	318.7	19	2.98E+13
SoVI	JdFa	234.335	49.479	37.5	0.006	-43.1	-23.1	318.8	19.5	2.90E+13
SoVI	JdFa	234.186	49.59	37.5	0.005	-43.4	-23.5	325.2	19.9	2.59E+13
SoVI	JdFa	234.06	49.707	37.5	0.005	-43.7	-23.8	325.3	20	2.53E+13
SoVI	JdFa	233.935	49.824	37.5	0.006	-44	-24.1	325.4	20.1	2.94E+13
SoVI	JdFa	233.809	49.942	37.5	0.006	-44.3	-24.4	325.4	20.2	2.93E+13
SoVI	JdFa	233.683	50.059	37.5	0.006	-44.5	-24.7	325.4	20.2	1.46E+13
SNev	JdFa	236.919	39.896	40	0	-27.6	-11.5	3.5	25.2	1.54E+08
