Hanging	Foot	Nlon	Nlat	Ndepth	Nphi	Re	Rn	Strike	Dip	Mo Rate
SoVI	JdFa	237.352	48.694	65	0	-41.7	-15.9	317.1	22.2	9.14E+00
SoVI	JdFa	237.079	48.887	65	0	-42.2	-16.5	317.3	21.5	9.42E+00
SoVI	JdFa	236.806	49.081	65	0	-42.7	-17.2	303.3	22.8	1.64E+06
SoVI	JdFa	236.522	49.203	65	0	-42.9	-17.9	303.4	22.3	1.46E+06
SoVI	JdFa	236.238	49.325	65	0	-43.2	-18.5	303.4	21.9	7.57E+07
SoVI	JdFa	235.955	49.447	65	0	-43.5	-19.2	303.5	21.5	7.70E+07
SoVI	JdFa	235.671	49.569	65	0	-43.8	-19.9	315.7	20.1	5.36E+07
SoVI	JdFa	235.512	49.674	65	0	-44	-20.3	315.8	20.1	4.44E+07
SoVI	JdFa	235.354	49.779	65	0	-44.3	-20.7	315.9	20	2.55E+06
SoVI	JdFa	235.195	49.885	65	0	-44.5	-21.1	315.9	20	2.55E+06
SoVI	JdFa	235.037	49.99	65	0	-44.8	-21.4	324.7	19.8	2.70E+06
SoVI	JdFa	234.904	50.111	65	0	-45.1	-21.8	324.7	19.7	2.72E+06
SoVI	JdFa	234.771	50.231	65	0	-45.4	-22.1	324.8	19.7	8.46E+06
SoVI	JdFa	234.639	50.351	65	0	-45.7	-22.4	324.9	19.6	8.48E+06
SoVI	JdFa	234.506	50.472	65	0	-46	-22.7	324.9	19.5	4.24E+06
SNev	JdFa	237.636	39.675	70	0	-27.2	-10	4.9	25.5	5.06E-14
SNev	JdFa	237.668	39.966	70	0	-27.8	-10	4.9	25.3	1.02E-13
SNev	JdFa	237.7	40.256	70	0	-28.5	-9.9	4.8	25.1	1.63E-02
SNev	JdFa	237.732	40.547	70	0	-29.1	-9.8	4.8	24.9	1.64E-02
SNev	JdFa	237.765	40.837	70	0	-29.8	-9.8	359.3	25	1.17E+10
SNev	JdFa	237.76	41.112	70	0	-30.4	-9.8	359.3	24.3	1.16E+10
SNev	JdFa	237.756	41.388	70	0	-31	-9.8	359.3	23.7	2.39E-23
SoCR	JdFa	237.751	41.663	70	0	-28.2	-11.7	359.3	23.1	2.45E-23
SoCR	JdFa	237.747	41.939	70	0	-28.5	-11.7	357.8	22.6	5.12E-59
SoCR	JdFa	237.734	42.189	70	0	-28.7	-11.7	357.9	22.4	4.93E-59
SoCR	JdFa	237.722	42.44	70	0	-28.9	-11.7	357.9	22.2	1.79E-61
SoCR	JdFa	237.709	42.69	70	0	-29.2	-11.7	357.9	22	1.80E-61
SoCR	JdFa	237.696	42.941	70	0	-29.4	-11.7	359.7	21.8	3.12E-71
SoCR	JdFa	237.695	43.191	70	0	-29.6	-11.7	359.7	21.8	3.12E-71
SoCR	JdFa	237.693	43.441	70	0	-29.8	-11.7	359.7	21.9	1.34E+00
SoCR	JdFa	237.691	43.691	70	0	-30.1	-11.7	359.7	21.9	1.34E+00
SoCR	JdFa	237.689	43.941	70	0	-30.3	-11.7	2.5	22	4.23E+09
SoCR	JdFa	237.704	44.19	70	0	-30.5	-11.7	2.5	22.1	4.20E+09
SoCR	JdFa	237.719	44.44	70	0	-30.7	-11.7	2.4	22.3	2.47E+12
SoCR	JdFa	237.734	44.689	70	0	-30.9	-11.7	2.4	22.5	2.45E+12
Port	JdFa	237.749	44.939	70	0	-33.1	-12.7	3.9	22.7	1.23E+11
Port	JdFa	237.772	45.179	70	0	-33.3	-12.6	3.9	23.6	1.17E+11
Port	JdFa	237.795	45.419	70	0	-33.6	-12.6	3.8	24.5	1.77E+11
Port	JdFa	237.818	45.658	70	0	-33.8	-12.6	3.8	25.4	1.70E+11
Port	JdFa	237.841	45.898	70	0	-34.1	-12.6	4.8	26.5	3.33E-17
Port	JdFa	237.865	46.097	70	0	-34.3	-12.5	4.8	26.6	2.98E-17
YFTB	JdFa	237.889	46.297	70	0	-35.5	-13	4.8	26.8	2.90E-23
YFTB	JdFa	237.913	46.496	70	0	-36.1	-13.1	4.8	27	2.88E-23
YFTB	JdFa	237.938	46.695	70	0	-36.6	-13.3	4.8	27.2	9.61E-21
Taco	JdFa	237.962	46.894	70	0	-37.6	-13.4	4.7	27.3	9.55E-21
YFTB	JdFa	237.986	47.093	70	0	-37.8	-13.5	4.7	27.5	1.10E-11
YFTB	JdFa	238.01	47.293	70	0	-38.4	-13.6	4.7	27.7	1.09E-11
YFTB	JdFa	238.035	47.492	70	0	-39	-13.7	1.3	27.7	8.44E-14
Seat	JdFa	238.042	47.703	70	0	-39.3	-13.7	1.3	26.3	9.08E-14
WhdI	JdFa	238.049	47.915	70	0	-40.1	-13.9	1.3	25	8.60E-18
WhdI	JdFa	238.056	48.126	70	0	-40.7	-13.9	1.3	23.8	9.01E-18
SoVI	JdFa	238.063	48.338	70	0	-40.8	-14.1	317.9	23.6	5.28E-14
SoVI	JdFa	237.79	48.538	70	0	-41.3	-14.8	318	22.8	5.98E-14
SoVI	JdFa	237.517	48.737	70	0	-41.8	-15.5	318.1	22	6.10E-03
SoVI	JdFa	237.245	48.937	70	0	-42.3	-16.1	318.2	21.4	6.28E-03
SoVI	JdFa	236.972	49.137	70	0	-42.9	-16.8	304	22.7	1.38E+04
SoVI	JdFa	236.686	49.263	70	0	-43.1	-17.5	304	22.2	1.22E+04
SoVI	JdFa	236.399	49.389	70	0	-43.4	-18.2	304.1	21.8	1.52E+06
SoVI	JdFa	236.113	49.515	70	0	-43.7	-18.8	304.2	21.4	1.54E+06
SoVI	JdFa	235.826	49.641	70	0	-44	-19.5	315.9	20.1	1.12E+06
SoVI	JdFa	235.668	49.747	70	0	-44.3	-19.9	316	20.1	9.14E+05
SoVI	JdFa	235.511	49.852	70	0	-44.5	-20.3	316.1	20	3.03E+04
SoVI	JdFa	235.353	49.958	70	0	-44.8	-20.7	316.1	20	3.03E+04
SoVI	JdFa	235.195	50.063	70	0	-45	-21.1	324.9	19.8	3.37E+04
SoVI	JdFa	235.062	50.185	70	0	-45.3	-21.4	325	19.7	3.42E+04
SoVI	JdFa	234.929	50.306	70	0	-45.6	-21.7	325.1	19.7	1.39E+05
SoVI	JdFa	234.796	50.428	70	0	-45.9	-22	325.2	19.6	1.39E+05
SoVI	JdFa	234.663	50.549	70	0	-46.2	-22.3	325.2	19.6	6.95E+04
SNev	JdFa	237.755	39.639	75	0	-27.1	-9.8	5.1	25.4	5.18E-19
SNev	JdFa	237.789	39.934	75	0	-27.8	-9.7	5.1	25.3	1.04E-18
SNev	JdFa	237.823	40.229	75	0	-28.4	-9.7	5.1	25.1	1.06E-05
SNev	JdFa	237.858	40.524	75	0	-29.1	-9.6	5	24.9	1.07E-05
SNev	JdFa	237.892	40.82	75	0	-29.7	-9.5	0	25	1.01E+09
SNev	JdFa	237.892	41.098	75	0	-30.3	-9.5	0	24.3	9.96E+08
SNev	JdFa	237.892	41.377	75	0	-30.9	-9.5	0	23.7	3.87E-30
SoCR	JdFa	237.893	41.656	75	0	-28.3	-11.5	0	23.1	3.97E-30
SoCR	JdFa	237.893	41.935	75	0	-28.5	-11.5	358.2	22.5	7.44E-72
OrBR	JdFa	237.882	42.185	75	0	-28.7	-11.8	358.2	22.3	7.12E-72
OrBR	JdFa	237.871	42.435	75	0	-29.3	-11.8	358.2	22.2	1.04E-74
OrBR	JdFa	237.861	42.685	75	0	-29.8	-11.9	358.2	22	1.05E-74
SoCR	JdFa	237.85	42.936	75	0	-29.4	-11.6	359.7	21.8	2.87E-86
SoCR	JdFa	237.848	43.186	75	0	-29.6	-11.6	359.8	21.8	2.87E-86
SoCR	JdFa	237.847	43.436	75	0	-29.9	-11.6	359.8	21.9	2.77E-03
SoCR	JdFa	237.846	43.686	75	0	-30.1	-11.6	359.8	21.9	2.76E-03
SoCR	JdFa	237.844	43.936	75	0	-30.3	-11.6	2.3	21.9	3.65E+08
SoCR	JdFa	237.858	44.186	75	0	-30.5	-11.5	2.3	22.1	3.62E+08
SoCR	JdFa	237.872	44.435	75	0	-30.7	-11.5	2.3	22.3	6.78E+11
SoCR	JdFa	237.887	44.685	75	0	-31	-11.5	2.3	22.5	6.73E+11
Port	JdFa	237.901	44.934	75	0	-33.1	-12.5	3	22.7	2.03E+10
Port	JdFa	237.918	45.174	75	0	-33.3	-12.5	2.9	23.6	1.93E+10
Port	JdFa	237.935	45.413	75	0	-33.6	-12.4	2.9	24.5	2.91E+10
Port	JdFa	237.953	45.653	75	0	-33.9	-12.4	2.9	25.4	2.81E+10
Port	JdFa	237.97	45.893	75	0	-34.1	-12.4	4.7	26.5	3.21E-23
YFTB	JdFa	237.994	46.094	75	0	-34.9	-12.7	4.7	26.6	2.90E-23
YFTB	JdFa	238.018	46.295	75	0	-35.5	-12.9	4.7	26.8	2.30E-30
YFTB	JdFa	238.042	46.496	75	0	-36.1	-13	4.7	27	2.29E-30
YFTB	JdFa	238.066	46.697	75	0	-36.7	-13.1	4.7	27.2	2.06E-27
YFTB	JdFa	238.09	46.898	75	0	-37.3	-13.2	4.6	27.3	2.05E-27
YFTB	JdFa	238.114	47.099	75	0	-37.9	-13.3	4.6	27.5	9.49E-17
YFTB	JdFa	238.138	47.3	75	0	-38.5	-13.4	4.6	27.7	9.43E-17
Seat	JdFa	238.162	47.501	75	0	-38.8	-13.5	2.9	27.9	2.52E-19
Seat	JdFa	238.178	47.719	75	0	-39.4	-13.4	2.9	26.4	2.72E-19
WhdI	JdFa	238.194	47.936	75	0	-40.2	-13.6	2.9	25.2	4.56E-24
WhdI	JdFa	238.211	48.153	75	0	-40.8	-13.5	2.9	24	4.77E-24
SoVI	JdFa	238.227	48.37	75	0	-40.9	-13.7	318.8	23.4	1.35E-19
SoVI	JdFa	237.955	48.576	75	0	-41.5	-14.4	318.9	22.7	1.53E-19
SoVI	JdFa	237.683	48.782	75	0	-42	-15.1	319	22	2.02E-06
SoVI	JdFa	237.41	48.987	75	0	-42.5	-15.7	319.1	21.3	2.07E-06
SoVI	JdFa	237.138	49.193	75	0	-43	-16.4	304.6	22.6	7.22E+01
SoVI	JdFa	236.849	49.323	75	0	-43.3	-17.1	304.7	22.1	6.42E+01
SoVI	JdFa	236.56	49.453	75	0	-43.7	-17.8	304.8	21.7	2.08E+04
SoVI	JdFa	236.271	49.583	75	0	-43.9	-18.5	304.8	21.3	2.12E+04
SoVI	JdFa	235.982	49.714	75	0	-44.2	-19.2	316.1	20.1	1.61E+04
SoVI	JdFa	235.825	49.819	75	0	-44.5	-19.5	316.2	20.1	1.30E+04
SoVI	JdFa	235.667	49.925	75	0	-44.8	-19.9	316.3	20.1	2.38E+02
SoVI	JdFa	235.51	50.031	75	0	-45	-20.3	316.3	20	2.38E+02
SoVI	JdFa	235.353	50.137	75	0	-45.3	-20.7	325.2	19.8	2.80E+02
SoVI	JdFa	235.22	50.259	75	0	-45.6	-21	325.3	19.8	2.85E+02
SoVI	JdFa	235.087	50.382	75	0	-45.9	-21.3	325.3	19.7	1.55E+03
SoVI	JdFa	234.954	50.505	75	0	-46.2	-21.6	325.4	19.7	1.55E+03
SoVI	JdFa	234.821	50.627	75	0	-46.5	-22	325.4	19.6	7.77E+02
SNev	JdFa	237.873	39.602	80	0	-27.1	-9.6	5.3	25.4	1.06E-24
SNev	JdFa	237.91	39.902	80	0	-27.7	-9.5	5.3	25.3	2.12E-24
SNev	JdFa	237.946	40.202	80	0	-28.4	-9.4	5.3	25.1	1.87E-09
SNev	JdFa	237.983	40.502	80	0	-29	-9.3	5.3	24.9	1.88E-09
SNev	JdFa	238.019	40.802	80	0	-29.7	-9.3	0.8	25	3.50E+07
SNev	JdFa	238.024	41.084	80	0	-30.3	-9.3	0.8	24.3	3.45E+07
SNev	JdFa	238.029	41.366	80	0	-30.9	-9.3	0.7	23.7	8.82E-38
SoCR	JdFa	238.034	41.648	80	0	-28.3	-11.4	0.7	23.1	9.04E-38
OrBR	JdFa	238.039	41.93	80	0	-28.2	-11.5	358.5	22.5	5.13E-86
OrBR	JdFa	238.03	42.18	80	0	-28.7	-11.5	358.5	22.3	4.88E-86
OrBR	JdFa	238.021	42.431	80	0	-29.3	-11.5	358.5	22.2	2.71E-89
OrBR	JdFa	238.012	42.681	80	0	-29.8	-11.6	358.5	22	2.73E-89
OrBR	JdFa	238.004	42.931	80	0	-30.4	-11.6	359.8	21.8	8.259-103
OrBR	JdFa	238.002	43.181	80	0	-31	-11.6	359.8	21.8	8.260-103
OrBR	JdFa	238.001	43.431	80	0	-31.5	-11.6	359.8	21.9	1.76E-06
SoCR	JdFa	238	43.681	80	0	-30.1	-11.4	359.8	21.9	1.76E-06
SoCR	JdFa	237.999	43.931	80	0	-30.3	-11.4	2.2	21.9	1.30E+07
SoCR	JdFa	238.012	44.181	80	0	-30.5	-11.4	2.2	22.1	1.29E+07
SoCR	JdFa	238.026	44.43	80	0	-30.8	-11.4	2.2	22.3	8.47E+10
EOre	JdFa	238.039	44.68	80	0	-32.4	-12.9	2.2	22.5	8.40E+10
Port	JdFa	238.052	44.929	80	0	-33.1	-12.3	2	22.7	1.46E+09
Port	JdFa	238.064	45.169	80	0	-33.4	-12.3	2	23.6	1.38E+09
Port	JdFa	238.076	45.408	80	0	-33.6	-12.3	2	24.5	2.09E+09
YFTB	JdFa	238.088	45.648	80	0	-33.7	-12.3	2	25.4	2.01E+09
YFTB	JdFa	238.1	45.888	80	0	-34.4	-12.5	4.6	26.5	4.78E-30
YFTB	JdFa	238.124	46.09	80	0	-35	-12.6	4.6	26.6	4.33E-30
YFTB	JdFa	238.147	46.293	80	0	-35.6	-12.7	4.6	26.8	2.28E-38
YFTB	JdFa	238.171	46.496	80	0	-36.2	-12.8	4.6	27	2.27E-38
YFTB	JdFa	238.195	46.699	80	0	-36.8	-12.9	4.6	27.2	5.95E-35
YFTB	JdFa	238.218	46.902	80	0	-37.4	-13	4.6	27.3	5.92E-35
YFTB	JdFa	238.242	47.105	80	0	-38	-13.2	4.5	27.5	1.49E-22
YFTB	JdFa	238.266	47.308	80	0	-38.6	-13.3	4.5	27.7	1.48E-22
Seat	JdFa	238.289	47.511	80	0	-38.9	-13.2	4.4	27.9	1.23E-25
WhdI	JdFa	238.315	47.734	80	0	-39.6	-13.3	4.4	26.4	1.33E-25
WhdI	JdFa	238.34	47.957	80	0	-40.3	-13.2	4.4	25.2	3.40E-31
SoVI	JdFa	238.365	48.179	80	0	-40.4	-13.4	4.3	24	3.56E-31
SoVI	JdFa	238.391	48.402	80	0	-41	-13.3	319.7	23.4	5.58E-26
SoVI	JdFa	238.119	48.614	80	0	-41.6	-14	319.8	22.7	6.32E-26
SoVI	JdFa	237.848	48.826	80	0	-42.1	-14.7	319.9	22	1.64E-10
SoVI	JdFa	237.576	49.037	80	0	-42.7	-15.3	320	21.3	1.69E-10
SoVI	JdFa	237.304	49.249	80	0	-43.2	-16	305.2	22.6	1.18E-01
SoVI	JdFa	237.013	49.383	80	0	-43.6	-16.7	305.3	22.1	1.05E-01
SoVI	JdFa	236.721	49.518	80	0	-43.9	-17.4	305.4	21.7	9.71E+01
SoVI	JdFa	236.429	49.652	80	0	-44.2	-18.1	305.5	21.3	9.87E+01
SoVI	JdFa	236.138	49.786	80	0	-44.5	-18.8	316.3	20.1	8.03E+01
SoVI	JdFa	235.981	49.892	80	0	-44.7	-19.2	316.4	20.1	6.44E+01
SoVI	JdFa	235.824	49.998	80	0	-45	-19.5	316.4	20.1	6.16E-01
SoVI	JdFa	235.667	50.104	80	0	-45.3	-19.9	316.5	20	6.17E-01
SoVI	JdFa	235.511	50.21	80	0	-45.5	-20.3	325.5	19.8	7.72E-01
SoVI	JdFa	235.377	50.334	80	0	-45.8	-20.6	325.6	19.8	7.87E-01
SoVI	JdFa	235.244	50.457	80	0	-46.1	-20.9	325.6	19.7	5.90E+00
SoVI	JdFa	235.111	50.581	80	0	-46.4	-21.3	325.7	19.7	5.91E+00
SoVI	JdFa	234.978	50.705	80	0	-46.8	-21.6	325.7	19.6	2.96E+00
NoVI	Expl	232.19	49.277	5	0	-20.9	-7.1	323.1	5.9	0.00E+00
NoVI	Expl	231.611	49.775	5	0	-17.9	-5	323.1	5.9	0.00E+00
NoVI	Expl	232.448	49.415	7.5	0	-20.1	-8	323.1	5.9	0.00E+00
NoVI	Expl	231.869	49.913	7.5	0	-17.1	-5.9	323.1	5.9	0.00E+00
NoVI	Expl	232.705	49.552	10	0	-19.3	-8.9	323.2	14.8	0.00E+00
NoVI	Expl	232.126	50.05	10	0	-16.3	-6.8	323.2	14.8	0.00E+00
NoVI	Expl	232.909	49.659	15	0	-18.7	-9.6	323.3	14.8	0.00E+00
SoVI	Expl	232.33	50.157	15	0	-14.5	-9	323.3	14.8	0.00E+00
SoVI	Expl	233.113	49.767	20	0	-16.9	-11.7	323.3	17.5	0.00E+00
SoVI	Expl	232.534	50.264	20	0	-14	-9.7	323.3	17.5	0.00E+00
SoVI	Expl	233.286	49.856	25	0	-16.4	-12.3	323.4	17.5	0.00E+00
SoVI	Expl	232.707	50.353	25	0	-13.5	-10.3	323.4	17.5	0.00E+00
SoVI	Expl	233.459	49.945	30	0	-15.9	-12.9	323.4	20.2	0.00E+00
SoVI	Expl	232.88	50.442	30	0	-13	-10.9	323.4	20.2	0.00E+00
SoVI	Expl	233.609	50.021	35	0	-15.5	-13.4	323.5	20.2	0.00E+00
SoVI	Expl	233.029	50.519	35	0	-12.6	-11.4	323.5	20.2	0.00E+00
SoVI	Expl	233.758	50.097	40	0	-15.1	-13.9	323.5	20.4	0.00E+00
SoVI	Expl	233.179	50.595	40	0	-12.2	-11.9	323.5	20.4	0.00E+00
SoVI	Expl	233.907	50.172	45	0	-14.7	-14.4	323.6	20.4	0.00E+00
SoVI	Expl	233.327	50.67	45	0	-11.8	-12.4	323.6	20.4	0.00E+00
SoVI	Expl	234.055	50.247	50	0	-14.3	-14.9	323.6	20.4	0.00E+00
SoVI	Expl	233.476	50.744	50	0	-11.4	-12.9	323.6	20.4	0.00E+00
